Section,Team,Schedule,Color,Style,SMV,Planned Date,Qty
2,1,502926,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/20/2018,237
2,1,502926,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/21/2018,163
2,1,511958,69 NAVY-TOP,JJP398H8,25.09,3/27/2018,123
2,1,511958,69 NAVY-TOP,JJP398H8,25.09,3/28/2018,395
2,1,511958,69 NAVY-TOP,JJP398H8,25.09,3/29/2018,32
2,1,502917,21 LIGHT ORANGE-TOP,JOS398H8,25.09,3/15/2018,218
2,1,502917,21 LIGHT ORANGE-TOP,JOS398H8,25.09,3/16/2018,67
2,1,511935,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/19/2018,122
2,1,511935,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/20/2018,101
2,1,511938,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/16/2018,223
2,1,511938,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/17/2018,307
2,1,511938,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/19/2018,201
2,1,502880,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/7/2018,29
2,1,502880,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/8/2018,68
2,1,502880,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/9/2018,100
2,1,502880,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/12/2018,139
2,1,502880,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/13/2018,171
2,1,502880,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/14/2018,217
2,1,502880,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/15/2018,39
2,1,509920,69 NAVY-TOP,JJP398H8,25.09,3/21/2018,198
2,1,509920,69 NAVY-TOP,JJP398H8,25.09,3/22/2018,378
2,1,509920,69 NAVY-TOP,JJP398H8,25.09,3/23/2018,393
2,1,509920,69 NAVY-TOP,JJP398H8,25.09,3/26/2018,395
2,1,509920,69 NAVY-TOP,JJP398H8,25.09,3/27/2018,272
2,2,509920,69 NAVY-BOTTOM,JJP398H8,9.7,3/21/2018,189
2,2,509920,69 NAVY-BOTTOM,JJP398H8,9.7,3/22/2018,374
2,2,509920,69 NAVY-BOTTOM,JJP398H8,9.7,3/23/2018,392
2,2,509920,69 NAVY-BOTTOM,JJP398H8,9.7,3/26/2018,393
2,2,509920,69 NAVY-BOTTOM,JJP398H8,9.7,3/27/2018,287
2,2,502917,21 LIGHT ORANGE-BOTTOM,JOS398H8,9.7,3/15/2018,220
2,2,502917,21 LIGHT ORANGE-BOTTOM,JOS398H8,9.7,3/16/2018,65
2,2,502926,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/20/2018,233
2,2,502926,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/21/2018,167
2,2,511958,69 NAVY-BOTTOM,JJP398H8,9.7,3/27/2018,106
2,2,511958,69 NAVY-BOTTOM,JJP398H8,9.7,3/28/2018,393
2,2,511958,69 NAVY-BOTTOM,JJP398H8,9.7,3/29/2018,52
2,2,511935,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/19/2018,117
2,2,511935,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/20/2018,106
2,2,511938,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/16/2018,221
2,2,511938,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/17/2018,304
2,2,511938,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/19/2018,205
2,2,502880,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/7/2018,32
2,2,502880,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/8/2018,67
2,2,502880,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/9/2018,102
2,2,502880,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/12/2018,137
2,2,502880,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/13/2018,172
2,2,502880,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/14/2018,215
2,2,502880,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/15/2018,39
2,3,502880,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/7/2018,29
2,3,502880,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/8/2018,68
2,3,502880,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/9/2018,100
2,3,502880,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/12/2018,139
2,3,502880,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/13/2018,171
2,3,502880,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/14/2018,217
2,3,502880,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/15/2018,54
2,3,502943,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/16/2018,22
2,3,502943,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/17/2018,307
2,3,502943,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/19/2018,322
2,3,502943,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/20/2018,338
2,3,502943,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/21/2018,211
2,3,509723,69 NAVY-TOP,JOS398H8,25.09,3/15/2018,145
2,3,509724,21 LIGHT ORANGE-TOP,JOS398H8,25.09,3/15/2018,58
2,3,509724,21 LIGHT ORANGE-TOP,JOS398H8,25.09,3/16/2018,45
2,3,509920,69 NAVY-TOP,JJP398H8,25.09,3/26/2018,253
2,3,509920,69 NAVY-TOP,JJP398H8,25.09,3/27/2018,395
2,3,509920,69 NAVY-TOP,JJP398H8,25.09,3/28/2018,353
2,3,511941,69 NAVY-TOP,JJP398H8,25.09,3/21/2018,150
2,3,511941,69 NAVY-TOP,JJP398H8,25.09,3/22/2018,378
2,3,511941,69 NAVY-TOP,JJP398H8,25.09,3/23/2018,393
2,3,511941,69 NAVY-TOP,JJP398H8,25.09,3/26/2018,142
2,3,511944,69 NAVY-TOP,JJP398H8,25.09,3/16/2018,223
2,4,509920,69 NAVY-BOTTOM,JJP398H8,9.7,3/26/2018,264
2,4,509920,69 NAVY-BOTTOM,JJP398H8,9.7,3/27/2018,393
2,4,509920,69 NAVY-BOTTOM,JJP398H8,9.7,3/28/2018,343
2,4,502943,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/16/2018,40
2,4,502943,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/17/2018,305
2,4,502943,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/19/2018,323
2,4,502943,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/20/2018,340
2,4,502943,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/21/2018,191
2,4,511941,69 NAVY-BOTTOM,JJP398H8,9.7,3/21/2018,167
2,4,511941,69 NAVY-BOTTOM,JJP398H8,9.7,3/22/2018,375
2,4,511941,69 NAVY-BOTTOM,JJP398H8,9.7,3/23/2018,393
2,4,511941,69 NAVY-BOTTOM,JJP398H8,9.7,3/26/2018,128
2,4,509723,69 NAVY-BOTTOM,JOS398H8,9.7,3/15/2018,145
2,4,509724,21 LIGHT ORANGE-BOTTOM,JOS398H8,9.7,3/15/2018,79
2,4,509724,21 LIGHT ORANGE-BOTTOM,JOS398H8,9.7,3/16/2018,24
2,4,511944,69 NAVY-BOTTOM,JJP398H8,9.7,3/16/2018,223
2,4,502880,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/7/2018,35
2,4,502880,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/8/2018,70
2,4,502880,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/9/2018,105
2,4,502880,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/12/2018,140
2,4,502880,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/13/2018,174
2,4,502880,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/14/2018,218
2,4,502880,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/15/2018,38
2,5,502978,69 NAVY-TOP,JOS398H8,25.09,3/14/2018,190
2,5,502978,69 NAVY-TOP,JOS398H8,25.09,3/15/2018,206
2,5,502887,69 NAVY-TOP,JJP398H8,25.09,3/5/2018,32
2,5,502887,69 NAVY-TOP,JJP398H8,25.09,3/6/2018,71
2,5,502887,69 NAVY-TOP,JJP398H8,25.09,3/7/2018,103
2,5,502887,69 NAVY-TOP,JJP398H8,25.09,3/8/2018,142
2,5,502887,69 NAVY-TOP,JJP398H8,25.09,3/9/2018,174
2,5,502887,69 NAVY-TOP,JJP398H8,25.09,3/12/2018,221
2,5,502887,69 NAVY-TOP,JJP398H8,25.09,3/13/2018,260
2,5,502887,69 NAVY-TOP,JJP398H8,25.09,3/14/2018,102
2,5,502926,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/15/2018,102
2,5,502926,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/16/2018,324
2,5,502926,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/17/2018,339
2,5,502926,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/19/2018,363
2,5,502926,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/20/2018,379
2,5,502926,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/21/2018,395
2,5,502926,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/22/2018,122
2,5,511953,69 NAVY-TOP,JJP398H8,25.09,3/28/2018,169
2,5,511953,69 NAVY-TOP,JJP398H8,25.09,3/29/2018,273
2,5,509923,69 NAVY-TOP,JJP398H8,25.09,3/26/2018,380
2,5,509923,69 NAVY-TOP,JJP398H8,25.09,3/27/2018,395
2,5,509923,69 NAVY-TOP,JJP398H8,25.09,3/28/2018,226
2,5,511945,69 NAVY-TOP,JJP398H8,25.09,3/22/2018,273
2,5,511945,69 NAVY-TOP,JJP398H8,25.09,3/23/2018,395
2,5,511945,69 NAVY-TOP,JJP398H8,25.09,3/26/2018,1
2,6,502926,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/15/2018,96
2,6,502926,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/16/2018,323
2,6,502926,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/17/2018,340
2,6,502926,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/19/2018,358
2,6,502926,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/20/2018,375
2,6,502926,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/21/2018,393
2,6,502926,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/22/2018,138
2,6,502978,69 NAVY-BOTTOM,JOS398H8,9.7,3/14/2018,187
2,6,502978,69 NAVY-BOTTOM,JOS398H8,9.7,3/15/2018,209
2,6,509923,69 NAVY-BOTTOM,JJP398H8,9.7,3/26/2018,373
2,6,509923,69 NAVY-BOTTOM,JJP398H8,9.7,3/27/2018,393
2,6,509923,69 NAVY-BOTTOM,JJP398H8,9.7,3/28/2018,234
2,6,511953,69 NAVY-BOTTOM,JJP398H8,9.7,3/28/2018,158
2,6,511953,69 NAVY-BOTTOM,JJP398H8,9.7,3/29/2018,295
2,6,502887,69 NAVY-BOTTOM,JJP398H8,9.7,3/5/2018,35
2,6,502887,69 NAVY-BOTTOM,JJP398H8,9.7,3/6/2018,70
2,6,502887,69 NAVY-BOTTOM,JJP398H8,9.7,3/7/2018,105
2,6,502887,69 NAVY-BOTTOM,JJP398H8,9.7,3/8/2018,140
2,6,502887,69 NAVY-BOTTOM,JJP398H8,9.7,3/9/2018,174
2,6,502887,69 NAVY-BOTTOM,JJP398H8,9.7,3/12/2018,218
2,6,502887,69 NAVY-BOTTOM,JJP398H8,9.7,3/13/2018,262
2,6,502887,69 NAVY-BOTTOM,JJP398H8,9.7,3/14/2018,101
2,6,511945,69 NAVY-BOTTOM,JJP398H8,9.7,3/22/2018,255
2,6,511945,69 NAVY-BOTTOM,JJP398H8,9.7,3/23/2018,393
2,6,511945,69 NAVY-BOTTOM,JJP398H8,9.7,3/26/2018,20
2,7,502831,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/2/2018,59
2,7,502831,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/5/2018,128
2,7,502831,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/6/2018,162
2,7,502831,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/7/2018,204
2,7,502831,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/8/2018,246
2,7,502831,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/9/2018,281
2,7,502831,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/12/2018,111
2,7,502834,69 NAVY-TOP,JJP398H8,25.09,3/14/2018,307
2,7,502834,69 NAVY-TOP,JJP398H8,25.09,3/15/2018,324
2,7,502834,69 NAVY-TOP,JJP398H8,25.09,3/16/2018,339
2,7,502834,69 NAVY-TOP,JJP398H8,25.09,3/17/2018,110
2,7,502943,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/17/2018,253
2,7,502943,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/19/2018,379
2,7,502943,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/20/2018,395
2,7,502943,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/21/2018,395
2,7,502943,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/22/2018,179
2,7,509923,69 NAVY-TOP,JJP398H8,25.09,3/26/2018,89
2,7,509923,69 NAVY-TOP,JJP398H8,25.09,3/27/2018,395
2,7,509923,69 NAVY-TOP,JJP398H8,25.09,3/28/2018,395
2,7,509923,69 NAVY-TOP,JJP398H8,25.09,3/29/2018,122
2,7,511940,69 NAVY-TOP,JJP398H8,25.09,3/22/2018,216
2,7,511940,69 NAVY-TOP,JJP398H8,25.09,3/23/2018,106
2,7,511942,69 NAVY-TOP,JJP398H8,25.09,3/23/2018,289
2,7,511942,69 NAVY-TOP,JJP398H8,25.09,3/26/2018,305
2,8,502943,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/17/2018,186
2,8,502943,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/19/2018,375
2,8,502943,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/20/2018,393
2,8,502943,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/21/2018,393
2,8,502943,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/22/2018,254
2,8,511940,69 NAVY-BOTTOM,JJP398H8,9.7,3/22/2018,139
2,8,511940,69 NAVY-BOTTOM,JJP398H8,9.7,3/23/2018,183
2,8,511942,69 NAVY-BOTTOM,JJP398H8,9.7,3/23/2018,210
2,8,511942,69 NAVY-BOTTOM,JJP398H8,9.7,3/26/2018,384
2,8,509923,69 NAVY-BOTTOM,JJP398H8,9.7,3/26/2018,9
2,8,509923,69 NAVY-BOTTOM,JJP398H8,9.7,3/27/2018,393
2,8,509923,69 NAVY-BOTTOM,JJP398H8,9.7,3/28/2018,393
2,8,509923,69 NAVY-BOTTOM,JJP398H8,9.7,3/29/2018,206
2,8,502831,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/2/2018,32
2,8,502831,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/5/2018,70
2,8,502831,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/6/2018,105
2,8,502831,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/7/2018,140
2,8,502831,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/8/2018,174
2,8,502831,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/9/2018,218
2,8,502831,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/12/2018,262
2,8,502831,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/13/2018,288
2,8,502831,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/14/2018,61
2,8,502834,69 NAVY-BOTTOM,JJP398H8,9.7,3/14/2018,244
2,8,502834,69 NAVY-BOTTOM,JJP398H8,9.7,3/15/2018,323
2,8,502834,69 NAVY-BOTTOM,JJP398H8,9.7,3/16/2018,340
2,8,502834,69 NAVY-BOTTOM,JJP398H8,9.7,3/17/2018,172
2,9,511965,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/16/2018,156
2,9,511965,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/17/2018,323
2,9,511965,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/19/2018,339
2,9,511965,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/20/2018,35
2,9,502887,69 NAVY-TOP,JJP398H8,25.09,3/6/2018,32
2,9,502887,69 NAVY-TOP,JJP398H8,25.09,3/7/2018,71
2,9,502887,69 NAVY-TOP,JJP398H8,25.09,3/8/2018,103
2,9,502887,69 NAVY-TOP,JJP398H8,25.09,3/9/2018,142
2,9,502887,69 NAVY-TOP,JJP398H8,25.09,3/12/2018,174
2,9,502887,69 NAVY-TOP,JJP398H8,25.09,3/13/2018,221
2,9,502887,69 NAVY-TOP,JJP398H8,25.09,3/14/2018,260
2,9,502887,69 NAVY-TOP,JJP398H8,25.09,3/15/2018,206
2,9,511937,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/15/2018,83
2,9,511937,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/16/2018,152
2,9,509923,69 NAVY-TOP,JJP398H8,25.09,3/23/2018,91
2,9,509923,69 NAVY-TOP,JJP398H8,25.09,3/26/2018,395
2,9,509923,69 NAVY-TOP,JJP398H8,25.09,3/27/2018,395
2,9,509923,69 NAVY-TOP,JJP398H8,25.09,3/28/2018,120
2,9,509922,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/20/2018,328
2,9,509922,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/21/2018,187
2,9,511943,69 NAVY-TOP,JJP398H8,25.09,3/21/2018,192
2,9,511943,69 NAVY-TOP,JJP398H8,25.09,3/22/2018,394
2,9,511943,69 NAVY-TOP,JJP398H8,25.09,3/23/2018,304
2,10,493320,BLK : BLACK,ASL18SF8,9.5,3/15/2018,4
2,10,493324,BLK : BLACK,ACZ06SF8,6.14,3/14/2018,11
2,10,493325,BLK : BLACK,ACZ06SF8,6.14,3/14/2018,4
2,10,494669,BLK : BLACK,ASL18SF8,9.5,3/15/2018,11
2,11,511965,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/16/2018,154
2,11,511965,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/17/2018,323
2,11,511965,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/19/2018,340
2,11,511965,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/20/2018,36
2,11,502887,69 NAVY-BOTTOM,JJP398H8,9.7,3/6/2018,35
2,11,502887,69 NAVY-BOTTOM,JJP398H8,9.7,3/7/2018,70
2,11,502887,69 NAVY-BOTTOM,JJP398H8,9.7,3/8/2018,105
2,11,502887,69 NAVY-BOTTOM,JJP398H8,9.7,3/9/2018,140
2,11,502887,69 NAVY-BOTTOM,JJP398H8,9.7,3/12/2018,174
2,11,502887,69 NAVY-BOTTOM,JJP398H8,9.7,3/13/2018,218
2,11,502887,69 NAVY-BOTTOM,JJP398H8,9.7,3/14/2018,262
2,11,502887,69 NAVY-BOTTOM,JJP398H8,9.7,3/15/2018,205
2,11,511937,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/15/2018,83
2,11,511937,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/16/2018,152
2,11,511943,69 NAVY-BOTTOM,JJP398H8,9.7,3/21/2018,182
2,11,511943,69 NAVY-BOTTOM,JJP398H8,9.7,3/22/2018,393
2,11,511943,69 NAVY-BOTTOM,JJP398H8,9.7,3/23/2018,316
2,11,509923,69 NAVY-BOTTOM,JJP398H8,9.7,3/23/2018,56
2,11,509923,69 NAVY-BOTTOM,JJP398H8,9.7,3/26/2018,393
2,11,509923,69 NAVY-BOTTOM,JJP398H8,9.7,3/27/2018,393
2,11,509923,69 NAVY-BOTTOM,JJP398H8,9.7,3/28/2018,158
2,11,509922,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/20/2018,322
2,11,509922,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/21/2018,193
2,12,511968,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/20/2018,277
2,12,511968,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/21/2018,395
2,12,511968,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/22/2018,70
2,12,509921,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/15/2018,173
2,12,509921,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/16/2018,324
2,12,509921,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/17/2018,339
2,12,509921,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/19/2018,363
2,12,509921,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/20/2018,102
2,12,511932,69 NAVY-TOP,JJP398H8,25.09,3/22/2018,324
2,12,511932,69 NAVY-TOP,JJP398H8,25.09,3/23/2018,395
2,12,511932,69 NAVY-TOP,JJP398H8,25.09,3/26/2018,295
2,12,502834,69 NAVY-TOP,JJP398H8,25.09,3/12/2018,93
2,12,502834,69 NAVY-TOP,JJP398H8,25.09,3/13/2018,260
2,12,502834,69 NAVY-TOP,JJP398H8,25.09,3/14/2018,292
2,12,502834,69 NAVY-TOP,JJP398H8,25.09,3/15/2018,135
2,12,502831,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/5/2018,32
2,12,502831,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/6/2018,71
2,12,502831,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/7/2018,103
2,12,502831,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/8/2018,142
2,12,502831,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/9/2018,174
2,12,502831,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/12/2018,127
2,12,509923,69 NAVY-TOP,JJP398H8,25.09,3/26/2018,100
2,12,509923,69 NAVY-TOP,JJP398H8,25.09,3/27/2018,395
2,12,509923,69 NAVY-TOP,JJP398H8,25.09,3/28/2018,395
2,12,509923,69 NAVY-TOP,JJP398H8,25.09,3/29/2018,111
2,13,511968,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/20/2018,264
2,13,511968,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/21/2018,393
2,13,511968,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/22/2018,85
2,13,509921,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/15/2018,169
2,13,509921,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/16/2018,323
2,13,509921,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/17/2018,340
2,13,509921,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/19/2018,358
2,13,509921,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/20/2018,111
2,13,511932,69 NAVY-BOTTOM,JJP398H8,9.7,3/22/2018,307
2,13,511932,69 NAVY-BOTTOM,JJP398H8,9.7,3/23/2018,393
2,13,511932,69 NAVY-BOTTOM,JJP398H8,9.7,3/26/2018,314
2,13,502834,69 NAVY-BOTTOM,JJP398H8,9.7,3/12/2018,93
2,13,502834,69 NAVY-BOTTOM,JJP398H8,9.7,3/13/2018,262
2,13,502834,69 NAVY-BOTTOM,JJP398H8,9.7,3/14/2018,288
2,13,502834,69 NAVY-BOTTOM,JJP398H8,9.7,3/15/2018,137
2,13,502831,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/5/2018,35
2,13,502831,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/6/2018,70
2,13,502831,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/7/2018,105
2,13,502831,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/8/2018,140
2,13,502831,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/9/2018,174
2,13,502831,21 LIGHT ORANGE-BOTTOM,JJP398H8,9.7,3/12/2018,125
2,13,509923,69 NAVY-BOTTOM,JJP398H8,9.7,3/26/2018,79
2,13,509923,69 NAVY-BOTTOM,JJP398H8,9.7,3/27/2018,393
2,13,509923,69 NAVY-BOTTOM,JJP398H8,9.7,3/28/2018,393
2,13,509923,69 NAVY-BOTTOM,JJP398H8,9.7,3/29/2018,136
2,14,511967,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/20/2018,297
2,14,502943,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/16/2018,38
2,14,502943,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/17/2018,361
2,14,502943,21 LIGHT ORANGE-TOP,JJP398H8,25.09,3/19/2018,377
